id,label_0,label_1,label_2,label_3
100000,0.0040150224659886245,0.00021186252523054514,0.9954822823788818,0.0002908326298991382
100001,0.0003144364237520435,1.7567882146065745e-05,0.00010102771956913752,0.9995669679745328
100002,0.001988587442846158,3.378476643112084e-05,0.00024060871603038352,0.9977370190746925
100003,0.9648429518614368,0.030156850152363544,0.0042221483457873625,0.0007780496404123495
100004,0.0010082069961259302,0.9989697029173747,1.528244941659774e-05,6.807637082781231e-06
100005,0.9984775963148683,0.0010475978941643365,0.00024316253875960285,0.0002316432522078248
100006,0.999206620350028,0.00022775394018135996,0.000489988956280238,7.563675351020965e-05
100007,0.00017685966529261006,5.341346289790588e-06,8.128099146730234e-05,0.9997365179969503
100008,9.358138524397936e-05,3.7806273684996495e-06,2.6629588556882242e-05,0.9998760083988307
100009,0.9906540119246253,0.008929579861178021,0.00024548064245209664,0.00017092757174445625
100010,0.509584661603179,0.024856518151363034,0.4635869382997857,0.0019718819456723694
100011,0.011863297573376206,0.0006911280150568936,0.0006718714507749389,0.9867737029607919
100012,0.002990731712652065,9.616693341857057e-05,0.9967943106585253,0.00011879069540423483
100013,0.9973202380041762,0.000273043515516738,0.0023311660972887218,7.55523830183672e-05
100014,0.14345930048843486,0.02772351362680054,0.824676860352523,0.004140325532241552
100015,0.9982937808786245,0.00031980830156879515,0.0011624352771122087,0.0002239755426946311
100016,0.00016126709434489402,2.5630264971600844e-05,0.9997503477692955,6.27548713879003e-05
100017,0.9992063323578932,0.00027773571213765086,0.000439706454685636,7.622547528338262e-05
100018,9.213713227204733e-05,5.4761640316990426e-06,0.00014865488348594338,0.9997537318202102
100019,0.999572671099967,8.96057427260261e-05,0.0002725658325209543,6.515732478598156e-05
100020,0.0007222486019415081,6.146765833497554e-05,0.9989629186420826,0.00025336509764092483
100021,0.9966189597466423,0.0022231039089252234,0.00065882133972745,0.0004991150047049498
100022,0.00011834526987599158,7.856803342419338e-06,7.372345400957127e-05,0.9998000744727721
100023,0.999503603888433,0.00027172138121941134,0.00018150371455734053,4.317101579050116e-05
100024,0.00022737865074960568,9.10588052862679e-06,3.705386549455968e-05,0.9997264616032272
100025,0.0002647146707607633,1.3933062470858044e-05,0.9996952126033047,2.613966346370518e-05
100026,0.9987723635161363,0.00016280118509607233,0.0008445996872343181,0.00022023561153327272
100027,0.7467506692183986,0.2521665044685998,0.0006909928977983763,0.00039183341520314515
100028,0.003938334534072318,5.165029314712395e-05,6.412733623741975e-05,0.9959458878365431
100029,0.004375162230681505,2.9791669270319957e-05,0.9955242175902814,7.082850976679663e-05
100030,0.006826282476371459,0.0012101303895352923,0.9904168663962812,0.0015467207378121366
100031,0.9999208612131121,4.3534758927807e-05,2.0892020020100306e-05,1.471200794011165e-05
100032,0.847455018848755,0.1505858470918119,0.0013160863054221062,0.0006430477540110909
100033,0.9997370588686051,9.220273166135015e-05,0.00013429242401146073,3.644597572207365e-05
100034,0.9992806072262843,0.0004948918123676553,0.00017179279587932806,5.270816546873218e-05
100035,0.0003263046283466035,1.7053178267822197e-05,0.00016548697774800713,0.9994911552156376
100036,0.9973624164246411,0.002204881882079947,0.0002840446591364224,0.0001486570341425344
100037,9.751396686672237e-05,8.888605241257262e-06,3.989275089418734e-05,0.9998537046769979
100038,0.00012347314167957376,1.0890488696789503e-05,0.9997980914328494,6.754493677428185e-05
100039,0.952893457154017,0.005100304197980991,0.03903033763469414,0.0029759010133079385
100040,0.0002552227051723124,1.4103187278128291e-05,4.654807671649663e-05,0.9996841260308331
100041,6.383520442468038e-05,4.749854924271755e-06,3.542587463470048e-05,0.9998959890660164
100042,0.9740396532157959,6.70664555782658e-05,0.02569962435289973,0.00019365597572611028
100043,0.9993941688817186,0.0002508240135161862,0.00012408811475425038,0.00023091899001095257
